idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
1342,e486040a-6dd0-4d86-bf35-8eb4c222d5d2,USER_00646,2023-11-25 22:22,Water Bill,Borewell Charges,Bangalore Water Supply,7607.82,32.66,35.15,28,Credit Card,Successful,MERCH_0385,Android,Urban
1343,04cb9931-c857-4f06-abf3-4a63b7a6cd7f,USER_07217,2023-11-25 22:51,Loan Repayment,Education Loan EMI,SBI,7373.87,8.44,64.17,202,Credit Card,Successful,MERCH_0855,Android,Urban
1344,5fd85a9a-304b-4603-b725-76de287db2d2,USER_08999,2023-11-26 02:09,Water Bill,Borewell Charges,Chennai Metro Water,8535.49,31.17,38.67,831,Credit Card,Successful,MERCH_0956,Android,Urban
1345,ec5d7422-c2ca-4b85-b276-214f6eb75256,USER_01777,2023-11-26 05:00,Taxi Fare,Rental Package,Ola,7126.14,42.17,16.6,964,UPI,Successful,MERCH_0934,Android,Urban
1346,8434ceb0-5c7d-4e43-9954-a1c7527afd25,USER_03140,2023-11-26 08:59,Movie Ticket,Baahubali 2,SPI Cinemas,7247.97,6.95,37,960,Wallet Balance,Successful,MERCH_0010,iOS,Urban
1347,57914abe-f1bd-4116-9afc-e1074063055e,USER_01359,2023-11-26 09:38,Gas Bill,Auto LPG,Gujarat Gas,8137.98,9.39,24.74,491,Bank Transfer,Successful,MERCH_0351,Android,Urban
1348,2be65e02-479d-4307-ad4d-ef8d76235f34,USER_09149,2023-11-26 09:52,Electricity Bill,Industrial Bill,Tata Power,1962.88,12.96,61.66,381,Wallet Balance,Failed,MERCH_0192,iOS,Suburban
1349,de026482-d4e3-4090-938e-ab59c9465447,USER_08860,2023-11-26 13:44,Grocery Shopping,Whole Wheat Atta,Flipkart Supermart,555.26,25.04,98.92,359,Debit Card,Successful,MERCH_0770,iOS,Urban
1350,64d07106-a5e6-496b-89d4-35064baa1d14,USER_02416,2023-11-26 14:09,Rent Payment,2BHK Flat Deposit,OYO Life,4441.47,40.28,71.03,454,UPI,Successful,MERCH_0655,Web,Urban
1351,181e2bdd-9d90-4dbf-a1d1-6ead707fdc47,USER_09199,2023-11-26 14:14,Hotel Booking,Service Apartment,Airbnb,4951.39,2.22,3.38,536,Wallet Balance,Successful,MERCH_0061,Android,Urban
1352,10f98de1-14e0-4952-9299-d7b50aa15116,USER_05364,2023-11-26 14:43,Loan Repayment,Home Loan EMI,Bajaj Finserv,3362.1,22.95,26.48,665,Bank Transfer,Successful,MERCH_0710,Android,Urban
1353,b14dec92-64b2-46af-834f-0ba41aad5a1b,USER_03013,2023-11-26 17:56,Loan Repayment,Education Loan EMI,ICICI Bank,4267.2,15.4,78.42,328,Debit Card,Successful,MERCH_0971,Android,Urban
1354,933f3027-2f72-49c8-88a7-07c1322b2160,USER_06502,2023-11-26 22:10,Streaming Service,Premium Plan,Amazon Prime,6767.82,28.95,24.3,242,UPI,Pending,MERCH_0292,Web,Rural
1355,ba241797-e4cc-49f7-ab0f-0d439ed812f0,USER_07055,2023-11-27 00:07,Insurance Premium,Travel Insurance,LIC,4688.37,43.5,9.92,809,Bank Transfer,Successful,MERCH_0116,iOS,Suburban
1356,3c222554-9762-4f21-ab55-a5dd63c4af94,USER_08548,2023-11-27 03:10,Gift Card,Rs. 500 E-Gift Card,Lifestyle,7534.2,15.58,83.68,463,Credit Card,Successful,MERCH_0657,Android,Rural
1357,88a1ef00-835b-48f6-b90a-0ca92b66ac92,USER_04662,2023-11-27 03:10,Insurance Premium,Travel Insurance,Max Life,8397.66,23.02,92.16,571,Bank Transfer,Successful,MERCH_0141,Android,Urban
1358,28d3e09d-a808-405e-b4d9-759402affd13,USER_07272,2023-11-27 04:27,Flight Booking,Delhi to Mumbai,Cleartrip,6180.89,14.67,50.73,93,Debit Card,Successful,MERCH_0290,Android,Urban
1359,378257a0-700c-42cd-a70e-2d6e5e265ede,USER_01177,2023-11-27 07:57,Movie Ticket,3 Idiots,SPI Cinemas,6734.68,42.02,74.47,395,UPI,Successful,MERCH_0351,Android,Urban
1360,ab301f82-ed47-4f82-aec9-a1c750101629,USER_05167,2023-11-27 08:16,Movie Ticket,PK,INOX,3739.32,7.1,82.94,208,Credit Card,Successful,MERCH_0859,Android,Urban
1361,3abc68b9-d525-496a-9898-db4a862bc3a6,USER_09006,2023-11-27 08:50,Rent Payment,PG Accommodation,Airbnb,5173.53,12.72,50.54,143,UPI,Successful,MERCH_0901,Android,Urban
1362,df6cad16-486d-4662-a121-0b825992254a,USER_04358,2023-11-27 09:28,Hotel Booking,Deluxe Room,MakeMyTrip,2530.53,4.88,65.87,701,UPI,Successful,MERCH_0388,Android,Urban
1363,2191580e-c3ad-46bf-a51a-236e3f10c5a2,USER_06931,2023-11-27 09:56,Food Delivery,Butter Chicken,Domino's,2569.97,32.09,81.13,653,Debit Card,Successful,MERCH_0874,Android,Suburban
1364,6a27ef26-16fa-4334-9932-e0560afaa3f4,USER_05697,2023-11-27 10:47,Food Delivery,Masala Dosa,Swiggy,4871.3,28.3,99.79,244,UPI,Successful,MERCH_0645,Android,Suburban
1365,84ec206f-3bf3-4c3b-83f3-0612ce999562,USER_00893,2023-11-27 15:59,Streaming Service,Student Offer,ZEE5,6841.41,46.9,37.73,953,Debit Card,Successful,MERCH_0394,Android,Urban
1366,6ed5d8fa-a8d0-4d03-88f6-1c217d0cae2f,USER_06486,2023-11-27 17:47,Streaming Service,Standard Plan,Amazon Prime,8611.8,19.57,82.54,475,Bank Transfer,Successful,MERCH_0785,iOS,Urban
1367,46d32c26-c2b9-4f16-abf6-6bebfa739213,USER_05737,2023-11-27 20:03,Taxi Fare,City Ride,Jugnoo,3212.67,7.36,27.5,594,Debit Card,Successful,MERCH_0710,iOS,Urban
1368,864e7f34-232e-477e-b97c-120b92206d75,USER_07680,2023-11-27 20:07,Gaming Credits,Premium Skin,Call of Duty Mobile,2207.93,44.15,47.19,952,Wallet Balance,Successful,MERCH_0216,Android,Urban
1369,73c9162b-6a01-42c5-ae5b-02765d8c5569,USER_06962,2023-11-27 22:19,Movie Ticket,3 Idiots,Cinepolis,2827.26,47.77,6.32,381,UPI,Successful,MERCH_0709,Android,Rural
1370,39878006-80b2-4058-bf5f-29e23477f9c2,USER_08599,2023-11-28 05:19,Movie Ticket,3 Idiots,PVR Cinemas,2336.82,17.91,72.68,966,Bank Transfer,Successful,MERCH_0122,Android,Suburban
1371,06f92265-e7b8-49f5-bb79-b6a49b10e12c,USER_07102,2023-11-28 05:56,Gaming Credits,Battle Pass,Minecraft,2367.16,8.98,51.67,145,Bank Transfer,Successful,MERCH_0775,iOS,Urban
1372,8643531b-7914-4061-bbd1-a3697fa271c8,USER_00103,2023-11-28 08:17,Food Delivery,Vegetable Biryani,Zomato,6282.37,28.4,35.49,235,Debit Card,Successful,MERCH_0665,Android,Urban
1373,15b9aefa-a205-4688-9599-5d7f3e626950,USER_01020,2023-11-28 14:52,Education Fee,Python Programming Course,Udemy,2632.65,26.09,17.58,640,UPI,Successful,MERCH_0251,Android,Urban
1374,8871707a-e4a4-4393-b92c-ef79b21e3bb9,USER_08838,2023-11-28 15:01,Movie Ticket,Dangal,PVR Cinemas,7319.88,14.16,22.78,580,Credit Card,Successful,MERCH_0495,Android,Suburban
1375,bc679658-be33-4d5b-88da-726c264d026d,USER_03193,2023-11-28 18:51,Water Bill,Tanker Supply,Delhi Jal Board,6518.42,0.02,32.97,812,Debit Card,Successful,MERCH_0886,Android,Suburban
1376,17da0276-1ad2-4b69-9bf8-d868586ad9ac,USER_07035,2023-11-29 04:44,Mobile Recharge,Family Plan 999,Airtel,5147.28,30.06,36.58,841,Credit Card,Successful,MERCH_0816,iOS,Urban
1377,43712420-3cac-4a5b-8233-bd377379d9fe,USER_02895,2023-11-29 04:52,Electricity Bill,Commercial Bill,BSES,74.95,11.38,94.48,278,Wallet Balance,Successful,MERCH_0299,Android,Urban
1378,e7f7a133-f237-42e1-bf02-04d25a859031,USER_08407,2023-11-29 09:23,Movie Ticket,Avengers: Endgame,Carnival Cinemas,1644.02,24.4,0.19,441,Credit Card,Successful,MERCH_0712,Web,Urban
1379,26f07ebf-a44f-4c90-b6a1-9d0c9857354b,USER_05770,2023-11-29 09:56,Gas Bill,Industrial Gas Supply,Mahanagar Gas,9079.18,34.06,39.74,380,Debit Card,Successful,MERCH_0730,Android,Rural
1380,f9868ed8-46de-47a6-83bd-f55e418c0c89,USER_07684,2023-11-29 11:49,Mobile Recharge,Postpaid Plan 599,Vodafone,7094.01,0.7,41.77,985,Wallet Balance,Successful,MERCH_0417,iOS,Urban
1381,f3ab37d7-bd4f-4c45-b2b5-d02221e289d0,USER_03722,2023-11-29 12:10,Online Shopping,Fitness Tracker,Amazon,8091.76,17.29,60.59,569,Debit Card,Successful,MERCH_0873,Android,Urban
1382,dc79334c-002f-4934-9dd9-7e42f6c66588,USER_03246,2023-11-29 12:45,Grocery Shopping,Whole Wheat Atta,Amazon Pantry,437.6,26.26,86.08,289,UPI,Successful,MERCH_0021,Android,Rural
1383,f3a7e501-95af-41de-878b-5d45e81b7b84,USER_09191,2023-11-29 12:59,Grocery Shopping,Whole Wheat Atta,BigBasket,6888.36,24.39,37.67,864,Debit Card,Successful,MERCH_0563,Android,Urban
1384,cab552c2-30e9-4e4b-a8ee-cc9794e159da,USER_04127,2023-11-29 13:05,Gas Bill,Domestic LPG Cylinder,Mahanagar Gas,3316.21,24.94,91.22,500,UPI,Successful,MERCH_0176,Android,Suburban
1385,137c221d-5700-4316-bff6-ff7036b9beb6,USER_02775,2023-11-29 14:26,Hotel Booking,Suite,MakeMyTrip,7485.27,7.38,24.07,587,Credit Card,Successful,MERCH_0384,Android,Suburban
1386,528f06ef-3533-4383-b7ff-da368510a37f,USER_08840,2023-11-29 15:10,Water Bill,Residential Connection,Mumbai Water,5140.64,40.56,67.45,99,Wallet Balance,Successful,MERCH_0369,Android,Suburban
1387,f16e4796-19ed-4cdd-a8ec-e7f7f808998e,USER_00185,2023-11-29 17:12,Internet Bill,Student Special Plan,Jio Fiber,8070.61,9.31,99.7,596,UPI,Successful,MERCH_0684,Android,Urban
1388,ebc249c5-08b9-45ea-89cb-599929698f9e,USER_08663,2023-11-29 19:51,Grocery Shopping,Whole Wheat Atta,Grofers,73.71,25.73,40.09,621,Wallet Balance,Successful,MERCH_0736,Android,Urban
1389,8dacb835-84b8-4b7f-b533-c0a3879951d9,USER_00878,2023-11-29 21:04,Taxi Fare,Rental Package,Jugnoo,8497.77,15.3,69.25,433,Credit Card,Successful,MERCH_0758,Android,Urban
1390,d35b4591-a72e-45f9-9257-4370f800e35d,USER_07630,2023-11-29 21:36,Internet Bill,Student Special Plan,Hathway,8649.37,42.89,67.62,926,Credit Card,Successful,MERCH_0491,iOS,Urban
1391,1956b20d-4144-40e3-ac5d-be260f507d22,USER_01628,2023-11-30 00:24,Loan Repayment,Car Loan Installment,SBI,7478.19,41.7,24.69,582,Credit Card,Successful,MERCH_0791,iOS,Urban
1392,80577ca5-ae77-44b7-bc18-be451d2b5b63,USER_04781,2023-11-30 02:18,Insurance Premium,Health Insurance,HDFC Life,2336.65,4.1,60.93,429,UPI,Successful,MERCH_0715,Android,Urban
1393,5d5ee2ff-7191-478d-b7f8-035ec5ed9895,USER_02507,2023-11-30 02:35,Loan Repayment,Business Loan Repayment,Axis Bank,4020.52,4.46,22.78,733,Debit Card,Successful,MERCH_0727,iOS,Urban
1394,8a2ec62c-c592-4e60-ac37-5d4599b7a867,USER_04767,2023-11-30 06:32,Internet Bill,4G Unlimited Plan,Hathway,6660.32,33.8,35.69,444,Debit Card,Successful,MERCH_0196,iOS,Urban
1395,b6c8af37-54dc-411d-b73a-76a21e357c44,USER_06108,2023-11-30 09:35,Loan Repayment,Personal Loan Payment,SBI,9051.95,5.5,59.47,565,Bank Transfer,Successful,MERCH_0238,Android,Urban
1396,5369e21d-ece3-408b-9fa5-947c7ec90335,USER_08139,2023-11-30 09:38,Education Fee,MBA Entrance Prep,BYJU'S,2743.58,6.7,61.63,723,Credit Card,Successful,MERCH_0568,Web,Rural
1397,8e9f6308-cd42-44c4-a38b-a0fa41a2e969,USER_02608,2023-11-30 12:10,Loan Repayment,Personal Loan Payment,ICICI Bank,9030.1,12.17,89.17,250,Credit Card,Successful,MERCH_0554,Android,Urban
1398,7c57067e-bf78-4a26-8b32-1310ca416745,USER_07696,2023-11-30 12:56,Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,1269.27,41.18,17.01,626,Wallet Balance,Pending,MERCH_0455,Web,Urban
1399,483093ca-c20d-42c1-abd2-f4d69a4edcef,USER_01311,2023-11-30 16:14,Taxi Fare,Rental Package,Rapido,9023.79,6.52,59.87,250,Credit Card,Successful,MERCH_0764,iOS,Urban
1400,a72a5904-076a-4c16-8165-faed98b68857,USER_00615,2023-11-30 16:59,Movie Ticket,Dangal,Carnival Cinemas,7552.13,20.52,54.16,192,Bank Transfer,Successful,MERCH_0848,Android,Urban
1401,ee044693-177f-4890-a876-be81e2977ef1,USER_02375,2023-11-30 18:49,Mobile Recharge,Annual Plan 2999,Airtel,9199.28,25.94,37.06,98,Debit Card,Successful,MERCH_0636,Android,Urban
1402,b3470cf3-4e5d-43e7-9cd5-e20de261a2c0,USER_03550,2023-11-30 20:23,Loan Repayment,Car Loan Installment,SBI,4696.57,33.54,64.33,162,UPI,Successful,MERCH_0480,Android,Urban
1403,368ad102-1fe8-46dc-a6e9-2a16f64c9bda,USER_09110,2023-11-30 22:49,Flight Booking,Pune to Goa,Yatra,4975.03,27.93,40.43,908,Bank Transfer,Successful,MERCH_0151,Android,Urban
1404,b7d27ac5-043e-4996-8d29-ee2a7de1d885,USER_00032,2023-11-30 23:01,Online Shopping,Steel Toe Shoes,Myntra,2477.22,0.67,44.44,71,Bank Transfer,Failed,MERCH_0937,iOS,Urban
1405,9815933b-6c87-47fe-a4b1-ea41f04263fe,USER_09604,2023-11-30 23:03,Insurance Premium,Travel Insurance,SBI Life,7706.62,16.81,20.65,735,Bank Transfer,Successful,MERCH_0435,Android,Urban
1406,b6176c0c-521d-4e69-9218-91b0764c81f2,USER_04198,2023-11-30 23:53,Hotel Booking,Deluxe Room,OYO Rooms,5731.95,10.88,32.02,123,Credit Card,Successful,MERCH_0839,Android,Urban
1407,d128bea2-006a-4054-a006-bb3bae018564,USER_07281,2023-12-01 00:00,Internet Bill,Student Special Plan,Hathway,7109.59,33.22,32.61,234,Wallet Balance,Successful,MERCH_0606,iOS,Urban
1408,7a2d8bad-67ea-4d2a-9bad-1a86f69bfbd6,USER_04764,2023-12-01 00:15,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,3130.85,27.86,92.27,100,UPI,Successful,MERCH_0519,iOS,Rural
1409,b8db0b90-340c-4830-aaf4-74fd8a4bcb75,USER_00491,2023-12-01 00:20,Electricity Bill,Residential Bill,CESC,2927.16,0.11,1.34,118,Debit Card,Successful,MERCH_0726,Android,Urban
1410,88a89b25-55aa-43bb-b679-462e0eff01cb,USER_00808,2023-12-01 01:04,Gas Bill,Industrial Gas Supply,Mahanagar Gas,8080.27,41.46,8.22,257,Bank Transfer,Successful,MERCH_0612,Android,Rural
1411,7dbe84a6-dfda-4ad5-bc39-6aafa607bb79,USER_03709,2023-12-01 01:43,Food Delivery,Vegetable Biryani,Zomato,2474.59,8.65,94.3,321,Debit Card,Successful,MERCH_0045,Android,Urban
1412,f682e226-5eda-4679-8572-67531021e9f3,USER_09914,2023-12-01 05:43,Streaming Service,Basic Plan,Netflix,6836.36,49.02,0.43,278,Debit Card,Successful,MERCH_0163,Web,Urban
1413,820755e2-8e85-4aa0-b94d-4e4cc8eb7303,USER_03237,2023-12-01 05:50,Internet Bill,Business Internet Plan,BSNL Broadband,1361.66,25.1,24.68,795,Bank Transfer,Successful,MERCH_0200,iOS,Urban
1414,987c6b52-3dc2-4457-875c-0ce6a7034e1c,USER_05433,2023-12-01 10:24,Loan Repayment,Education Loan EMI,HDFC Bank,7801.04,15.09,8,711,UPI,Successful,MERCH_0343,Android,Urban
1415,54412665-288c-4172-8334-849a55d13900,USER_03818,2023-12-01 11:23,Loan Repayment,Home Loan EMI,ICICI Bank,2285.16,22.33,61.4,493,Credit Card,Successful,MERCH_0948,Android,Urban
1416,92936897-240d-4c2e-9a32-6fa64a5b6ff6,USER_09372,2023-12-01 12:28,Movie Ticket,Dangal,Carnival Cinemas,1407.15,6.08,91.38,121,UPI,Successful,MERCH_0946,iOS,Suburban
1417,f45abdb3-9b85-474f-bc34-3e3cf9be2915,USER_02054,2023-12-01 13:28,Water Bill,Residential Connection,Chennai Metro Water,8929.78,17.63,75.09,549,Bank Transfer,Successful,MERCH_0243,iOS,Suburban
1418,c87e6623-8a89-40a0-8f6f-a7007ce87700,USER_09584,2023-12-01 20:01,Streaming Service,Basic Plan,Netflix,2847.45,19.98,40.68,801,Credit Card,Successful,MERCH_0009,Android,Urban
1419,d9a379d5-0e43-4128-9129-e680f2f5fcbd,USER_09263,2023-12-01 20:11,Online Shopping,Wireless Earbuds,Snapdeal,8360.85,21.27,94.05,936,Wallet Balance,Successful,MERCH_0187,Web,Urban
1420,bcefe455-f01a-43ea-a81b-d5fe0b13218f,USER_08692,2023-12-01 20:23,Grocery Shopping,Basmati Rice,BigBasket,160.08,21.85,32.89,954,Debit Card,Successful,MERCH_0355,Android,Urban
1421,4df9a9ab-cde7-48db-a700-efe825819ee8,USER_01455,2023-12-01 21:54,Internet Bill,4G Unlimited Plan,BSNL Broadband,2471.17,31.75,16.15,295,UPI,Successful,MERCH_0833,Web,Suburban
1422,223dbd19-3e67-4bcb-a939-10884bf5c4b0,USER_08288,2023-12-01 22:13,Hotel Booking,Villa,Airbnb,5004.8,17.17,91.3,807,Bank Transfer,Successful,MERCH_0237,iOS,Urban
1423,504068e1-a370-475b-b6a4-c7131ab8eb84,USER_01223,2023-12-02 01:07,Taxi Fare,City Ride,Ola,7053.39,8.05,90.68,108,Bank Transfer,Successful,MERCH_0299,Android,Urban
1424,61c802b7-4b6d-4802-a11b-52621324279f,USER_04626,2023-12-02 01:51,Gift Card,Rs. 1000 Shopping Voucher,Pantaloons,2694.06,5.95,93.54,91,Bank Transfer,Successful,MERCH_0628,iOS,Rural
1425,b1cd111d-e991-425f-9084-899d1087524d,USER_08110,2023-12-02 02:00,Education Fee,Digital Marketing Certification,Unacademy,672.85,15,1.99,485,Wallet Balance,Successful,MERCH_0732,Android,Urban
1426,1c0de89b-9aea-488d-9cb2-0b3901d7cbb0,USER_06213,2023-12-02 02:58,Grocery Shopping,Refined Sunflower Oil,Flipkart Supermart,2634.55,6.96,18.42,651,Debit Card,Successful,MERCH_0373,Android,Rural
1427,31b6c7d6-1ba0-4909-b1a0-f92328189564,USER_08551,2023-12-02 07:04,Grocery Shopping,Refined Sunflower Oil,Amazon Pantry,3956.62,32.32,26.99,531,UPI,Successful,MERCH_0198,iOS,Suburban
1428,d92fb4ec-d9a1-4794-b9cf-b112a5a0aab0,USER_05986,2023-12-02 07:06,Rent Payment,2BHK Flat Deposit,NoBroker,6942.45,6.74,8.42,681,Bank Transfer,Successful,MERCH_0300,Android,Urban
1429,9235978d-ae31-4cc4-9817-22465579cbad,USER_00138,2023-12-02 07:46,Water Bill,Borewell Charges,Hyderabad Water Board,7281.74,40.89,64.96,264,Bank Transfer,Successful,MERCH_0381,Android,Urban
1430,f9ffc232-f37c-40a8-b0ee-2d678dce5155,USER_01467,2023-12-02 12:07,Rent Payment,2BHK Flat Deposit,OYO Life,3126.27,33.46,64.71,487,Wallet Balance,Successful,MERCH_0795,Android,Rural
1431,7844ab23-d266-4d15-a0a7-932aa0ec2109,USER_04701,2023-12-02 15:21,Grocery Shopping,Basmati Rice,Grofers,5781.18,22.22,86.03,115,Credit Card,Successful,MERCH_0956,iOS,Urban
1432,c93fbe21-6888-4c8d-bee9-f04cae235dc6,USER_06793,2023-12-02 15:31,Taxi Fare,Rental Package,Jugnoo,6456.23,44.26,38.43,362,UPI,Failed,MERCH_0941,Android,Urban
1433,ac5529d3-4b6d-4c24-bced-d02507791194,USER_03332,2023-12-02 15:47,Taxi Fare,Outstation Trip,Uber,5869.72,35.79,55.53,881,Credit Card,Successful,MERCH_0788,Android,Urban
1434,addf9552-7b20-4b7a-9067-d72eb9d0577e,USER_03365,2023-12-02 15:54,Taxi Fare,Rental Package,Jugnoo,7089.76,13.91,29.55,895,Wallet Balance,Successful,MERCH_0695,Web,Suburban
1435,98cd3611-898c-475e-ac20-31c7560484e8,USER_05025,2023-12-02 17:03,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,9519.6,44.46,84.29,373,Credit Card,Successful,MERCH_0587,Android,Urban
1436,0eb3677d-5b66-40a5-ab2a-841adefc6bc9,USER_08760,2023-12-02 17:41,Loan Repayment,Education Loan EMI,HDFC Bank,3230.96,20.74,80.79,913,Credit Card,Pending,MERCH_0356,Android,Suburban
1437,83bda7d0-5268-42ea-bbf8-7bfcdb9abc11,USER_09054,2023-12-02 17:57,Streaming Service,Basic Plan,SonyLIV,7415.23,19.73,67.55,492,Bank Transfer,Successful,MERCH_0189,Android,Urban
1438,b3b32420-1753-4e4b-90ef-a36dc403340c,USER_01503,2023-12-02 18:01,Gas Bill,Piped Natural Gas,Mahanagar Gas,2645.21,2.83,71.81,895,Wallet Balance,Successful,MERCH_0928,iOS,Urban
1439,aed7d275-5b51-4521-a6d0-1b7944a5ebe8,USER_08591,2023-12-02 22:53,Education Fee,Python Programming Course,Coursera,401.58,22.02,57.52,211,Debit Card,Successful,MERCH_0925,Android,Urban
1440,37fa3cc3-11fb-4cd5-ba20-0a6979f48403,USER_00793,2023-12-03 01:03,Online Shopping,Laptop Backpack,Snapdeal,2077.46,39.86,58,851,Credit Card,Successful,MERCH_0328,iOS,Rural
1441,c34e1e9c-24ab-4a12-935c-4e155b422bce,USER_08735,2023-12-03 05:07,Loan Repayment,Personal Loan Payment,ICICI Bank,5821.67,4.79,29.31,153,UPI,Successful,MERCH_0821,Android,Suburban
1442,e6da54ce-117b-444c-b2a8-a59c80b60425,USER_09983,2023-12-03 06:07,Gas Bill,Commercial Gas Connection,Indraprastha Gas,9885.68,41.95,86.66,856,Credit Card,Successful,MERCH_0759,Web,Urban
1443,483dffef-6cec-46f5-9221-09f51eaa9921,USER_02067,2023-12-03 06:14,Water Bill,Residential Connection,Mumbai Water,6969.1,13.85,91.29,187,Debit Card,Failed,MERCH_0573,Android,Suburban
1444,2af9cdb1-c11a-4392-939a-820a9fd39272,USER_00332,2023-12-03 08:22,Electricity Bill,Industrial Bill,BSES,3057.14,33.98,42.1,369,Credit Card,Successful,MERCH_0286,Android,Urban
1445,bde9e0d4-a31b-43fb-afe3-8c48e6e2c963,USER_09078,2023-12-03 13:51,Electricity Bill,Agricultural Bill,Tata Power,1040.5,17.7,39.88,216,Credit Card,Successful,MERCH_0290,iOS,Urban
1446,8e5b30fc-e06c-42bc-9bd6-3f539bdb32a0,USER_00446,2023-12-03 14:01,Rent Payment,Co-working Space,Housing.com,2013.18,41.9,99.23,283,Bank Transfer,Successful,MERCH_0610,Android,Urban
1447,4924c4f6-ec58-4949-9361-52cf108ffed8,USER_06307,2023-12-03 14:08,Electricity Bill,Residential Bill,CESC,3638.13,18.67,81.56,732,Bank Transfer,Successful,MERCH_0465,Android,Urban
1448,65bb0ae4-52d3-42c3-bd48-0f2e487372fb,USER_05836,2023-12-03 15:32,Water Bill,Borewell Charges,Bangalore Water Supply,8709.69,6.97,77.08,963,Wallet Balance,Successful,MERCH_0356,Android,Urban
1449,9f0cb976-933b-4417-a610-1f0f0068fb93,USER_01204,2023-12-03 17:30,Streaming Service,Basic Plan,SonyLIV,1185.29,11.5,22,20,Credit Card,Successful,MERCH_0261,Android,Urban
1450,411cb7bf-09e1-4f13-ac54-11ec598a03ff,USER_02954,2023-12-03 18:56,Mobile Recharge,Data Pack 50GB,Idea,8091,17.95,15.32,381,Wallet Balance,Successful,MERCH_0091,Android,Urban
1451,62cc46d3-290a-489d-8bf4-9dcf30433404,USER_06037,2023-12-03 20:29,Grocery Shopping,Whole Wheat Atta,Grofers,1356.21,16.93,84.34,592,Wallet Balance,Successful,MERCH_0859,Web,Urban
1452,c90d999c-ff54-4f49-bdda-07bdb87a8a66,USER_06702,2023-12-03 21:40,Streaming Service,Standard Plan,Netflix,8616.31,1.01,71.05,783,Credit Card,Successful,MERCH_0384,iOS,Urban
1453,b9767a2c-4638-4646-bbf7-2dc686431fb8,USER_06684,2023-12-03 23:05,Hotel Booking,Service Apartment,Treebo,4871.08,27,52.19,449,Wallet Balance,Successful,MERCH_0546,iOS,Suburban
1454,081a6374-5986-4e6c-8411-6be6977a30ef,USER_03626,2023-12-03 23:55,Gas Bill,Piped Natural Gas,Gujarat Gas,7105.76,2.75,68.11,38,Wallet Balance,Successful,MERCH_0635,iOS,Urban
1455,e0977a71-2450-4b67-825f-e27a1a32e020,USER_03067,2023-12-04 01:03,Education Fee,Digital Marketing Certification,Unacademy,5732.04,11.55,90.3,663,UPI,Successful,MERCH_0993,Android,Urban
1456,4be0bc5f-f955-47a1-b26f-71db3beeaba6,USER_08109,2023-12-04 04:14,Mobile Recharge,Annual Plan 2999,Airtel,9201.31,43.43,0.8,185,Debit Card,Successful,MERCH_0699,Android,Urban
1457,fbedd28b-4d3b-44a3-b661-64afca4a05da,USER_01980,2023-12-04 05:10,Gas Bill,Industrial Gas Supply,Gujarat Gas,4612.4,34.08,15.06,500,UPI,Successful,MERCH_0907,Android,Suburban
1458,8d3e721d-6411-47b2-99b6-549d5d53994c,USER_07148,2023-12-04 06:45,Insurance Premium,Travel Insurance,LIC,2402.68,12.75,30.63,574,UPI,Successful,MERCH_0963,iOS,Urban
1459,8ba1b927-8a95-4f78-a006-c152cd9d905f,USER_03984,2023-12-04 09:33,Streaming Service,Student Offer,Netflix,9849.68,27.24,34.93,11,Wallet Balance,Successful,MERCH_0595,Android,Urban
1460,0acf817c-feee-4148-ba96-cf4c98b2c402,USER_03817,2023-12-04 10:24,Movie Ticket,PK,INOX,9168.51,34.68,62.1,36,Credit Card,Successful,MERCH_0075,Android,Urban
1461,e96cd47d-2057-4fcf-ae72-86cc1baea2e4,USER_06578,2023-12-04 12:07,Hotel Booking,Suite,OYO Rooms,1495.39,42.82,55.37,205,Bank Transfer,Successful,MERCH_0888,Web,Suburban
1462,49ed4161-92f3-41c4-988f-caa70e83efbc,USER_07399,2023-12-04 13:34,Loan Repayment,Business Loan Repayment,SBI,3934.07,6.67,33.52,656,Debit Card,Failed,MERCH_0951,iOS,Urban
1463,3bd59362-6868-4e5f-8b72-4ce33f3013b3,USER_07741,2023-12-04 14:25,Online Shopping,Steel Toe Shoes,Snapdeal,3868.01,6.6,62.3,191,Bank Transfer,Successful,MERCH_0995,Android,Urban
1464,35824e72-bad9-40e4-9292-9b54b895b4cd,USER_05874,2023-12-04 15:26,Hotel Booking,Deluxe Room,MakeMyTrip,7291.55,30.42,5.91,389,Wallet Balance,Successful,MERCH_0809,Android,Urban
1465,9c57d580-079c-42cf-b249-3d9fd74f42b0,USER_08676,2023-12-04 17:54,Streaming Service,Premium Plan,Netflix,7933.21,27.37,50.31,661,Bank Transfer,Successful,MERCH_0748,Android,Urban
1466,f616a564-3296-4e43-8094-b7521ee65a73,USER_06838,2023-12-04 18:37,Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,9799.38,19.83,34.61,610,Bank Transfer,Successful,MERCH_0113,iOS,Urban
